# x, y
0.000000000000000000e+00 4.319230959509026491e+01
2.999999999999999889e-02 3.700000000000000000e+01
0.000000000000000000e+00 4.319230959509026491e+01
2.999999999999999889e-02 3.700000000000000000e+01
1.499999999999999944e-02 4.449170990103571910e+01
2.249999999999999917e-02 4.207361822543699503e+01
7.499999999999999722e-03 4.483688508959553332e+01
1.124999999999999958e-02 4.490729028559082536e+01
2.624999999999999903e-02 3.992758407443994884e+01
1.874999999999999931e-02 4.356547767288744666e+01
3.749999999999999861e-03 4.427631549915839315e+01
5.624999999999999792e-03 4.461925393266297135e+01
2.062499999999999750e-02 4.289494749046684774e+01
2.812499999999999722e-02 3.857115264324401949e+01
1.312499999999999951e-02 4.476110518117209836e+01
9.374999999999999653e-03 4.493242638601648764e+01
2.437500000000000083e-02 4.108934750808647607e+01
1.687500000000000111e-02 4.409512175854288074e+01
1.874999999999999931e-03 4.380299985498210447e+01
2.812499999999999896e-03 4.405634592124569338e+01
1.781249999999999847e-02 4.384737377908913913e+01
2.531249999999999820e-02 4.053166155783914348e+01
1.031249999999999875e-02 4.493492448588484933e+01
1.406249999999999861e-02 4.464201448241981751e+01
2.906249999999999806e-02 3.781379001551279373e+01
2.156249999999999833e-02 4.250383745343420117e+01
6.562499999999999757e-03 4.474348910279988445e+01
4.687499999999999827e-03 4.446372083560991939e+01
1.968750000000000014e-02 4.324839252674583179e+01
2.718749999999999986e-02 3.927488447645259839e+01
1.218750000000000042e-02 4.484942174469112786e+01
8.437500000000000555e-03 4.489978676164723481e+01
2.343750000000000000e-02 4.160270120393686000e+01
1.593750000000000028e-02 4.430963643105081928e+01
9.374999999999999653e-04 4.351534180939520979e+01
1.406249999999999948e-03 4.366352320330179282e+01
1.640625000000000069e-02 4.420648091195729279e+01
2.390625000000000042e-02 4.135144366228144008e+01
8.906249999999999237e-03 4.491987918532051083e+01
1.265624999999999910e-02 4.480908720063000317e+01
2.765625000000000028e-02 3.892955547371245473e+01
2.015625000000000056e-02 4.307629336354591487e+01
5.156249999999999375e-03 4.454543278813432750e+01
7.031249999999999306e-03 4.479401778784642829e+01
2.203124999999999875e-02 4.229371232521341284e+01
2.953124999999999847e-02 3.741413123121299833e+01
1.453124999999999903e-02 4.457079589163575406e+01
1.078124999999999917e-02 4.492487769060990388e+01
2.578124999999999861e-02 4.023555706085532080e+01
1.828124999999999889e-02 4.371075630085633890e+01
3.281249999999999879e-03 4.417044915462291499e+01
2.343749999999999913e-03 4.393390049058121605e+01
1.734374999999999806e-02 4.397545619493530467e+01
2.484374999999999778e-02 4.081617084690468289e+01
9.843750000000000069e-03 4.493743994382943896e+01
1.359374999999999993e-02 4.470543140263032456e+01
2.859374999999999764e-02 3.819934520699811742e+01
2.109374999999999792e-02 4.270418753931556921e+01
6.093750000000000208e-03 4.468525240039375745e+01
4.218750000000000278e-03 4.437404266128729802e+01
1.921874999999999972e-02 4.341140381426271944e+01
2.671874999999999944e-02 3.960745836338339387e+01
1.171875000000000000e-02 4.488214603901517563e+01
7.968750000000000139e-03 4.487213057124603210e+01
2.296874999999999958e-02 4.184335202430023770e+01
1.546874999999999986e-02 4.440468352037672162e+01
4.687499999999999827e-04 4.335831891331451970e+01
7.031249999999999740e-04 4.343794441384390126e+01
1.570312499999999833e-02 4.435816787245479276e+01
2.320312499999999806e-02 4.172433834591279833e+01
8.203125000000000347e-03 4.488690556871383563e+01
1.195312500000000021e-02 4.486673312118693246e+01
2.695312499999999792e-02 3.944274635311445820e+01
1.945312499999999820e-02 4.333102455712504764e+01
4.453124999999999618e-03 4.441988252586970987e+01
6.328124999999999549e-03 4.471533744573333280e+01
2.132812499999999986e-02 4.260522261053795745e+01
2.882812499999999958e-02 3.800830801934051806e+01
1.382812500000000014e-02 4.467469432519764183e+01
1.007812500000000028e-02 4.493712332407122290e+01
2.507812499999999972e-02 4.067534894418123770e+01
1.757812500000000000e-02 4.391247429836813865e+01
2.578124999999999688e-03 4.399617286191497101e+01
3.515624999999999653e-03 4.422440565426235537e+01
1.851562500000000083e-02 4.363920782188322534e+01
2.601562500000000056e-02 4.008307163377571669e+01
1.101562499999999938e-02 4.491702741555158696e+01
1.476562499999999924e-02 4.453224071226665615e+01
2.976562500000000042e-02 3.720889824253474387e+01
2.226562500000000069e-02 4.218492387458857706e+01
7.265624999999999514e-03 4.481640647366954511e+01
5.390624999999999584e-03 4.458332528328175215e+01
2.039062499999999903e-02 4.298678652446642445e+01
2.789062499999999875e-02 3.875200867424994300e+01
1.289062499999999931e-02 4.478605472718651725e+01
9.140624999999999445e-03 4.492709505173066731e+01
2.414062499999999889e-02 4.122176529313373550e+01
1.664062499999999917e-02 4.415183303450217522e+01
1.640624999999999939e-03 4.373434138967207474e+01
1.171874999999999957e-03 4.359052895688862606e+01
1.617187499999999875e-02 4.425907799912040019e+01
2.367187499999999847e-02 4.147841253457623623e+01
8.671874999999999029e-03 4.491077712196060645e+01
1.242187499999999889e-02 4.483020791549325423e+01
