# x, y
0.000000000000000000e+00 4.319230959509026491e+01
2.999999999999999889e-02 3.700000000000000000e+01
0.000000000000000000e+00 4.319230959509026491e+01
2.999999999999999889e-02 3.700000000000000000e+01
1.499999999999999944e-02 4.449170990103571910e+01
2.249999999999999917e-02 4.207361822543699503e+01
7.499999999999999722e-03 4.483688508959553332e+01
1.124999999999999958e-02 4.490729028559082536e+01
2.624999999999999903e-02 3.992758407443994884e+01
1.874999999999999931e-02 4.356547767288744666e+01
3.749999999999999861e-03 4.427631549915839315e+01
5.624999999999999792e-03 4.461925393266297135e+01
2.062499999999999750e-02 4.289494749046684774e+01
2.812499999999999722e-02 3.857115264324401949e+01
1.312499999999999951e-02 4.476110518117209836e+01
9.374999999999999653e-03 4.493242638601648764e+01
2.437500000000000083e-02 4.108934750808647607e+01
1.687500000000000111e-02 4.409512175854288074e+01
1.874999999999999931e-03 4.380299985498210447e+01
2.812499999999999896e-03 4.405634592124569338e+01
1.781249999999999847e-02 4.384737377908913913e+01
2.531249999999999820e-02 4.053166155783914348e+01
1.031249999999999875e-02 4.493492448588484933e+01
1.406249999999999861e-02 4.464201448241981751e+01
2.906249999999999806e-02 3.781379001551279373e+01
2.156249999999999833e-02 4.250383745343420117e+01
6.562499999999999757e-03 4.474348910279988445e+01
4.687499999999999827e-03 4.446372083560991939e+01
1.968750000000000014e-02 4.324839252674583179e+01
2.718749999999999986e-02 3.927488447645259839e+01
1.218750000000000042e-02 4.484942174469112786e+01
8.437500000000000555e-03 4.489978676164723481e+01
2.343750000000000000e-02 4.160270120393686000e+01
1.593750000000000028e-02 4.430963643105081928e+01
