# x, y
0.000000000000000000e+00 4.319230959509026491e+01
2.999999999999999889e-02 3.700000000000000000e+01
0.000000000000000000e+00 4.319230959509026491e+01
2.999999999999999889e-02 3.700000000000000000e+01
1.499999999999999944e-02 4.449170990103571910e+01
2.249999999999999917e-02 4.207361822543699503e+01
7.499999999999999722e-03 4.483688508959553332e+01
1.124999999999999958e-02 4.490729028559082536e+01
2.624999999999999903e-02 3.992758407443994884e+01
1.874999999999999931e-02 4.356547767288744666e+01
3.749999999999999861e-03 4.427631549915839315e+01
5.624999999999999792e-03 4.461925393266297135e+01
2.062499999999999750e-02 4.289494749046684774e+01
2.812499999999999722e-02 3.857115264324401949e+01
